StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProlificID,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,RNUM,University,Fact,MakeSense,Recap,CompCheck2,NonEnt_TG,Ent_TG,Q14,Q50,Competence_attn_chec,Puzzle_NonEnt,Puzzle_Ent,Jewish people tend to complain a lot.,Jewish people are often very rude.,"All things considered, Jewish people are untrustworthy.",Jewish people can be sneaky.,"When they feel slighted, Jewish people will be vengeful.",Jewish people tend to influence the media.,Jewish people tend to be good with money.,"When it comes to education, Jewish people tend to be overachievers.","On the whole, Jewish people are loyal to Israel.",SASS Warmth Score,SASS Competence Score,SASS Score,"In setting priorities, we must consider all groups",We should NOT push for group equality,Group equality should be our ideal,Superior groups should dominate inferior groups,SDO Score,Q138,Q139,Q140,Q141,Q142,Q143,RWA Score,Q160,Q161,Q162,Q163,Q164,Entitativity,Israel_Comfort,Israel_Exist,Israel_Defend,Israel_Influence,Israel_Media,Israel_Nazis,AZAs,"""When we think about the world, it comes down to the oppressor vs the oppressed.""",Political Ideology,Condition,Race_1,Latinx,party,party_4_TEXT,partycloser,Gender,Gender_4_TEXT,ASAB,Puzzle_NonEnt,Puzzle_Ent,Puzzle_All,NonEnt_TG,Ent_TG,TG_All,Christian,Fact,,,,,,9
12/22/24 17:08,12/22/24 17:18,0,*******,100,614,1,12/22/24 17:18,R_37EfIX5UDNKBfgu,*******,*******,*******,*******,*******,*******,anonymous,EN,6100b8433b1c9f75b3e5d212,1,1,1,1,1,1,,,,,,,2452,University of Florida,I'm an atheist,1,,1,,0.4,1,,1,,3,0,0,0,0,0,0,3,3,2,0,8,8,1,1,1,1,4,1,1,1,1,2,1,7,1,2,4,4,3,14,4,4,4,5,1,5,23,6,1,Entitative,White/European,No,Other,Leftist,Democratic,Woman,,Female,,3,3,,0.4,0.4,0,I'm an atheist,,,,,,
12/22/24 17:05,12/22/24 17:19,0,*******,100,835,1,12/22/24 17:19,R_3FWLekc3ObIGS8C,*******,*******,*******,*******,*******,*******,anonymous,EN,663abe929722c1a5cc2e9627,1,1,1,1,1,1,,,,,,,5634,University of Washington,I moved to the United States when I was one years old. ,1,,1,,1,1,,1,,4,1,1,1,1,1,2,4,3,1,7,8,15,1,1,1,1,4,4,4,1,1,5,7,22,4,4,5,5,5,23,3,3,3,3,3,3,18,6,2,Entitative,Asian,No,Democrat,,Democratic,Woman,,Female,,4,4,,1,1,0,I moved to the United States when I was one years old. ,,,,,,
12/22/24 17:08,12/22/24 17:20,0,*******,100,674,1,12/22/24 17:20,R_5QVP6wJLkrl2G0e,*******,*******,*******,*******,*******,*******,anonymous,EN,6712d5b9e3d84e9a520966fd,1,1,1,1,1,1,,,,,,,1962,Georgia State University,Calm,1,,1,,0.4,1,,1,,3,1,1,1,0,0,3,3,3,2,6,8,14,2,1,1,1,5,2,4,2,1,3,6,18,5,4,4,4,3,20,3,4,5,4,4,5,25,6,3,Entitative,Black/African,No,Democrat,,Democratic,Man,,Male,,3,3,,0.4,0.4,0,Calm,,,,,,
12/22/24 17:17,12/22/24 17:24,0,*******,100,427,1,12/22/24 17:24,R_5FhaAXXVoucPCXz,*******,*******,*******,*******,*******,*******,anonymous,EN,663ff3e539df6ec6f060f875,1,1,1,1,1,1,,,,,,,1776,Nelson,This is the first time I'm attending a university and not a community college,1,,1,,1,1,,1,,3,0,2,0,0,0,0,3,0,0,2,3,5,1,1,1,3,6,7,7,2,5,9,9,39,1,4,3,3,5,16,3,1,2,3,3,4,16,4,2,Entitative,White/European,No,Independent,,Democratic,Woman,,Female,,3,3,,1,1,0,This is the first time I'm attending a university and not a community college,,,,,,
12/22/24 17:12,12/22/24 17:25,0,*******,100,799,1,12/22/24 17:25,R_1qyEPYc80JzzU94,*******,*******,*******,*******,*******,*******,anonymous,EN,67535af91e7e7d93f6616ca8,1,1,1,,1,1,1,1,1,1,1,1,1453,University of Connecticut,I am very competitive.,1,,1,,0,1,,1,,5,2,1,1,3,3,2,4,5,4,12,13,25,3,2,2,1,8,3,5,3,3,7,7,28,5,6,6,6,5,28,1,3,2,2,2,1,11,3,5,Entitative,White/European,No,Independent,,Republican,Man,,Male,,5,5,,0,0,0,I am very competitive.,,,,,,
12/22/24 17:14,12/22/24 17:26,0,*******,100,732,1,12/22/24 17:26,R_6Dp9nIw71N6aZC5,*******,*******,*******,*******,*******,*******,anonymous,EN,6570d7c5ab241c5bacd26a2d,1,1,1,1,1,1,,,,,,,1049,Ensign,I am a mom of four kids. ,1,,1,,1,1,,1,,3,2,2,2,3,3,1,4,3,4,13,11,24,1,3,3,1,8,6,2,5,7,3,5,28,2,5,4,5,5,21,3,2,2,3,3,3,16,5,6,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,3,3,,1,1,0,I am a mom of four kids. ,,,,,,
12/22/24 17:14,12/22/24 17:28,0,*******,100,805,1,12/22/24 17:28,R_671Jowa0Y6pXBsZ,*******,*******,*******,*******,*******,*******,anonymous,EN,5ffe18439eaac2482ba1bb83,1,1,1,1,1,1,,,,,,,9173,Duke University,I speak 5 languages,1,,1,,1,1,,1,,4,2,2,1,1,3,3,2,2,3,12,7,19,1,1,1,1,4,3,3,1,3,5,3,18,5,5,5,4,4,23,1,1,1,2,1,2,8,4,3,Entitative,Black/African,No,Other,Smart enough to know that picking a side means you've already lost,Democratic,Man,,Male,,4,4,,1,1,0,I speak 5 languages,,,,,,
12/22/24 17:12,12/22/24 17:28,0,*******,100,994,1,12/22/24 17:28,R_31dt0BQQLaA4JKi,*******,*******,*******,*******,*******,*******,anonymous,EN,676617bb94b4d0cf1a6a4257,1,1,1,1,1,1,,,,,,,3944,University of Maryland,I have three cats,1,,1,,1,2,1,1,,3,0,0,1,1,0,1,3,1,3,3,7,10,1,1,2,1,5,5,3,3,6,3,1,21,1,4,4,4,4,17,4,3,4,3,2,4,20,5,2,Entitative,Black/African,No,Independent,,Democratic,Man,,Male,,3,3,,1,1,0,I have three cats,,,,,,
12/22/24 17:17,12/22/24 17:31,0,*******,100,852,1,12/22/24 17:31,R_1TDpRRpx86bypIB,*******,*******,*******,*******,*******,*******,anonymous,EN,665d2b1b4aa592a13b14c2f9,1,1,1,1,1,1,,,,,,,3412,CalState LA,I like playing video games,1,,1,,1,1,,1,,3,0,0,0,2,1,1,2,1,2,4,5,9,1,1,1,1,4,2,5,1,5,5,5,23,1,4,4,4,4,17,3,2,2,1,2,3,13,4,2,Entitative,Asian,No,Democrat,,Democratic,Man,,Male,,3,3,,1,1,0,I like playing video games,,,,,,
12/22/24 17:18,12/22/24 17:32,0,*******,100,802,1,12/22/24 17:32,R_1U8CRvl9z1rfLz3,*******,*******,*******,*******,*******,*******,anonymous,EN,5f52c028bd24e75c66799427,1,1,1,1,1,1,,,,,,,6662,Pellissippi State ,I'm the youngest of three brothers ,1,,1,,1,1,,1,,3,0,1,0,2,1,2,2,2,1,6,5,11,1,1,1,1,4,2,7,1,1,1,1,13,2,2,3,5,3,15,2,2,2,4,2,4,16,6,2,Entitative,White/European,No,Democrat,,Democratic,Man,,Male,,3,3,,1,1,0,I'm the youngest of three brothers ,,,,,,
12/22/24 17:27,12/22/24 17:36,0,*******,100,526,1,12/22/24 17:36,R_1IBojWFZx7Xh1ei,*******,*******,*******,*******,*******,*******,anonymous,EN,6767263a128cc4c391677127,1,1,1,1,1,1,,,,,,,5723,U of P,Female,1,,1,,1,1,,1,,5,0,0,0,0,0,0,1,1,1,0,3,3,1,1,5,1,8,9,5,9,9,5,7,44,1,1,4,4,4,14,2,2,2,2,2,2,12,2,7,Entitative,White/European,No,Independent,,Republican,Woman,,Female,,5,5,,1,1,0,Female,,,,,,
12/22/24 17:24,12/22/24 17:37,0,*******,100,750,1,12/22/24 17:37,R_3yjyBPWW23OzaLX,*******,*******,*******,*******,*******,*******,anonymous,EN,6076b4987983e978f6a2753f,1,1,1,1,1,1,,,,,,,1013,Georgia Southern ,I’m a woman.,1,,1,,0.4,1,,1,,4,1,1,0,0,1,3,4,4,3,6,11,17,1,1,1,1,4,3,5,1,1,6,6,22,7,5,4,4,6,26,3,2,3,4,4,4,20,5,2,Entitative,Black/African,No,Democrat,,Democratic,Woman,,Female,,4,4,,0.4,0.4,0,I’m a woman.,,,,,,
12/22/24 17:24,12/22/24 17:37,0,*******,100,749,1,12/22/24 17:37,R_5doUFNOhVIF8Wzc,*******,*******,*******,*******,*******,*******,anonymous,EN,6647adaf9247075588328ec2,1,1,1,1,1,1,,,,,,,6269,University of Phoenix,I am a mom of 4. ,1,,1,,1,1,,1,,4,0,0,0,1,1,1,3,3,1,3,7,10,1,1,1,1,4,4,3,1,1,3,2,14,1,4,4,4,4,17,3,2,3,3,2,4,17,3,2,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,4,4,,1,1,0,I am a mom of 4. ,,,,,,
12/22/24 17:26,12/22/24 17:38,0,*******,100,677,1,12/22/24 17:38,R_7jU0fcnv1tsOmIW,*******,*******,*******,*******,*******,*******,anonymous,EN,673953cc8d032875bc9d1f65,1,1,1,1,1,1,,,,,,,6489,Rice,I like renaissance art. ,1,,1,,0.6,1,,1,,2,4,0,0,3,0,1,4,4,2,8,10,18,1,1,1,1,4,3,1,1,1,3,2,11,2,1,5,5,2,15,2,3,3,4,3,3,18,5,4,Entitative,White/European,Yes,Independent,,Democratic,Man,,Male,,2,2,,0.6,0.6,0,I like renaissance art. ,,,,,,
12/22/24 17:29,12/22/24 17:39,0,*******,100,578,1,12/22/24 17:39,R_6ciVvil6UkC4iDn,*******,*******,*******,*******,*******,*******,anonymous,EN,6677f5427f4f962c707a91bb,1,1,1,1,1,1,,,,,,,6753,Southern New Hampshire University,First to go to college in my family.,1,,1,,1,1,,1,,5,0,0,0,0,0,2,4,1,4,2,9,11,1,1,1,1,4,5,7,5,1,5,7,30,2,4,6,6,6,24,2,1,1,2,2,1,9,5,5,Entitative,White/European,No,Democrat,,Democratic,Man,,Male,,5,5,,1,1,0,First to go to college in my family.,,,,,,
12/22/24 17:31,12/22/24 17:40,0,*******,100,530,1,12/22/24 17:40,R_6IiaDT98CYsfZM9,*******,*******,*******,*******,*******,*******,anonymous,EN,5c3be55e3ce2c8000112d6e4,1,1,1,1,1,1,,,,,,,7918,UNC Charlotte,I am transgender.,1,,1,,0.6,1,,1,,3,3,1,0,2,2,2,5,4,3,10,12,22,2,1,2,1,6,4,2,3,1,3,7,20,3,4,5,6,4,22,3,2,3,4,3,3,18,5,3,Entitative,White/European,No,Independent,,Democratic,Nonbinary,,Male,,3,3,,0.6,0.6,0,I am transgender.,,,,,,
12/22/24 17:25,12/22/24 17:43,0,*******,100,1080,1,12/22/24 17:43,R_74aBRUmv5RRBfxf,*******,*******,*******,*******,*******,*******,anonymous,EN,672e29e962095fb3053551b1,1,,,,1,1,1,1,1,1,1,1,8051,University of South Carolina,I'm a business owner,1,,1,,0.6,1,,1,,4,3,2,1,3,2,2,3,3,3,13,9,22,1,1,1,1,4,9,9,9,8,5,9,49,5,4,5,6,5,25,2,2,2,2,2,3,13,6,6,Entitative,Black/African,No,Republican,,Republican,Woman,,Female,,4,4,,0.6,0.6,0,I'm a business owner,,,,,,
12/22/24 17:37,12/22/24 17:44,0,*******,100,446,1,12/22/24 17:44,R_5AXVgUxACkvl1Yp,*******,*******,*******,*******,*******,*******,anonymous,EN,603eea9867d4bc076813d71e,1,1,1,1,1,1,,,,,,,5653,Montclair State University,I love to play chess and I've played it since I was in 2nd grade,1,,1,,0.6,2,1,1,,3,1,0,0,0,0,1,3,1,2,2,6,8,1,1,1,1,4,2,1,1,1,3,1,9,2,4,3,3,3,15,5,5,5,5,4,5,29,6,1,Entitative,Multiracial,Yes,Democrat,,Democratic,Nonbinary,,Female,,3,3,,0.6,0.6,0,I love to play chess and I've played it since I was in 2nd grade,,,,,,
12/22/24 17:20,12/22/24 17:44,0,*******,100,1483,1,12/22/24 17:44,R_6ncwf91Kzxi3KNY,*******,*******,*******,*******,*******,*******,anonymous,EN,6697d66e84c2d16dd3451b8a,1,1,1,1,1,1,,,,,,,6124,University of Phoenix ,I served in the U.S. Armed Forces,1,,1,,1,1,,1,,3,2,3,1,2,2,2,4,4,4,12,12,24,3,3,3,1,10,6,8,8,8,2,7,39,7,7,7,7,7,35,3,1,2,5,5,4,20,7,6,Entitative,Asian,No,Republican,,Republican,Man,,Male,,3,3,,1,1,0,I served in the U.S. Armed Forces,,,,,,
12/22/24 17:34,12/22/24 17:45,0,*******,100,635,1,12/22/24 17:45,R_15MTSjoTqJ5bZUy,*******,*******,*******,*******,*******,*******,anonymous,EN,66e5bcf611d0bc991efda653,1,1,1,1,1,1,,,,,,,3779,Minnesota - Twin Cities,Timberwolves fan,1,,1,,1,2,1,1,,4,1,1,0,2,1,2,3,2,3,7,8,15,2,2,2,1,7,8,6,5,3,7,7,36,5,6,5,4,5,25,1,1,1,1,1,1,6,4,5,Entitative,Asian,No,Independent,,Republican,Man,,Male,,4,4,,1,1,0,Timberwolves fan,,,,,,
12/22/24 17:26,12/22/24 17:48,0,*******,100,1341,1,12/22/24 17:48,R_5Wu34v60tDR0DNu,*******,*******,*******,*******,*******,*******,anonymous,EN,65c23bc14403953997a1553a,1,1,1,1,1,1,,,,,,,7780,LSUS,I am the mom of a 12 year old boy.,1,,1,,0.4,1,,1,,3,1,1,0,1,1,3,3,3,3,7,9,16,1,1,1,1,4,2,2,1,1,4,3,13,2,3,3,2,1,11,2,4,3,3,2,4,18,5,1,Entitative,Black/African,No,Democrat,,Democratic,Woman,,Female,,3,3,,0.4,0.4,0,I am the mom of a 12 year old boy.,,,,,,
12/22/24 17:37,12/22/24 17:49,0,*******,100,760,1,12/22/24 17:49,R_6qlKSFGxih6oMGC,*******,*******,*******,*******,*******,*******,anonymous,EN,64136fca174b34ba3a481cfd,1,1,1,1,1,1,,,,,,,7520,Loras,I live in iowa,1,,1,,0.6,1,,1,,4,1,1,1,1,2,1,4,1,3,7,8,15,1,1,1,1,4,5,2,2,1,1,5,16,4,5,5,5,5,24,2,2,2,3,4,4,17,6,2,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,4,4,,0.6,0.6,,I live in iowa,,,,,,
12/22/24 17:36,12/22/24 17:50,0,*******,100,818,1,12/22/24 17:50,R_37et2U5EcswTyPG,*******,*******,*******,*******,*******,*******,anonymous,EN,66cd392e838ef435024cc78e,1,1,1,1,1,1,,,,,,,7206,Miami Dade College,I believe in God,1,,1,,1,1,,1,,4,0,0,0,0,0,1,3,3,3,1,9,10,1,3,3,3,10,5,5,9,9,5,5,38,7,4,5,5,5,26,3,3,3,3,3,3,18,4,4,Entitative,White/European,Yes,Republican,,Republican,Woman,,Female,,4,4,,1,1,1,I believe in God,,,,,,
12/22/24 17:36,12/22/24 17:50,0,*******,100,856,1,12/22/24 17:50,R_1M3wctjiZUq3i1b,*******,*******,*******,*******,*******,*******,anonymous,EN,6553953daddeb31f9794b59c,1,1,1,1,1,1,,,,,,,9931,WSU,"I piloted the drones the other day, sorry for the confusion. ",1,,1,,1,1,,1,,3,1,0,1,0,1,4,4,4,3,7,11,18,1,4,3,2,10,4,2,1,2,2,1,12,2,3,4,3,4,16,1,2,3,2,2,2,12,2,4,Entitative,Multiracial,No,Independent,,Democratic,Woman,,Female,,3,3,,1,1,,"I piloted the drones the other day, sorry for the confusion. ",,,,,,
12/22/24 17:42,12/22/24 17:51,0,*******,100,578,1,12/22/24 17:51,R_5Qg20tYeMsbDSZ5,*******,*******,*******,*******,*******,*******,anonymous,EN,668ef254bc2ae7eae4f06805,1,1,1,1,1,1,,,,,,,5365,University of Florida,I'm studying to become a land surveyor,1,,1,,1,1,,1,,4,1,1,1,3,2,3,4,4,3,11,11,22,1,1,2,1,5,3,4,1,2,5,4,19,5,5,4,4,5,23,3,2,3,4,2,4,18,5,1,Entitative,Middle Eastern/North African,No,Democrat,,Democratic,Man,,Male,,4,4,,1,1,,I'm studying to become a land surveyor,,,,,,
12/22/24 17:43,12/22/24 17:52,0,*******,100,548,1,12/22/24 17:53,R_3roCeQCKUHKC9zo,*******,*******,*******,*******,*******,*******,anonymous,EN,66403a45724937b3e85a5ba3,1,1,1,1,1,1,,,,,,,4239,Embry Riddle Aeronautical University,born and raised child of a dairy farmer,1,,1,,1,1,,1,,5,1,1,1,1,1,2,3,2,4,7,9,16,2,3,3,2,10,6,6,5,4,3,3,27,5,3,4,4,4,20,1,1,1,1,1,1,6,5,5,Entitative,White/European,No,Republican,,Republican,Man,,Male,,5,5,,1,1,,born and raised child of a dairy farmer,,,,,,
12/22/24 17:34,12/22/24 17:55,0,*******,100,1212,1,12/22/24 17:55,R_1MQXfCI9JGiIwTS,*******,*******,*******,*******,*******,*******,anonymous,EN,666911bcb2b5e2fc50ace5e3,1,1,1,1,1,1,,,,,,,4327,Oswego State,I participated in 2 internships while in college,1,,1,,0.2,1,,1,,1,2,0,1,2,2,2,4,4,5,9,13,22,1,1,1,1,4,9,9,9,9,1,9,46,5,5,6,7,6,29,1,1,1,2,1,3,9,5,4,Entitative,White/European,Yes,Independent,,Republican,Man,,Male,,1,1,,0.2,0.2,,I participated in 2 internships while in college,,,,,,
12/22/24 17:49,12/22/24 17:58,0,*******,100,534,1,12/22/24 17:58,R_3HXLRhRjZdMMxLb,*******,*******,*******,*******,*******,*******,anonymous,EN,6761cafdb6d47535e3e6c4f6,1,1,1,1,1,1,,,,,,,7061,UC San Diego,I am a 2nd generation American ,1,,1,,0.2,1,,1,,4,1,1,2,3,2,4,4,4,4,13,12,25,4,3,2,2,11,5,6,6,4,8,9,38,5,7,7,6,5,30,2,3,5,4,3,4,21,4,5,Entitative,White/European,Yes,Independent,,Republican,Man,,Male,,4,4,,0.2,0.2,,I am a 2nd generation American ,,,,,,
12/22/24 17:50,12/22/24 18:01,0,*******,100,657,1,12/22/24 18:01,R_5B3DOC3UwzVxctP,*******,*******,*******,*******,*******,*******,anonymous,EN,65623d8244773677e5cf050e,1,1,1,1,1,1,,,,,,,7400,Keiser University ,I'm bilingual ,1,,1,,0,1,,1,,5,2,2,2,3,2,3,3,2,1,14,6,20,1,2,4,2,9,7,6,9,5,5,6,38,5,5,6,6,5,27,1,3,1,3,3,3,14,5,5,Entitative,Black/African,No,Democrat,,Democratic,Woman,,Female,,5,5,,0,0,,I'm bilingual ,,,,,,
12/22/24 17:37,12/22/24 18:04,0,*******,100,1637,1,12/22/24 18:04,R_1OZCswYUdZGnVlf,*******,*******,*******,*******,*******,*******,anonymous,EN,57ce74a271536c00015f12ed,1,1,1,1,1,1,,,,,,,8064,Washington College,I am a biologist. ,1,,1,,0.4,1,,1,,3,0,0,0,1,0,1,3,3,3,2,9,11,2,1,1,1,5,9,4,2,4,4,2,25,4,4,4,4,4,20,2,2,2,3,2,3,14,2,2,Entitative,White/European,No,Democrat,,Democratic,Woman,,Female,,3,3,,0.4,0.4,,I am a biologist. ,,,,,,
12/22/24 18:00,12/22/24 18:07,0,*******,100,420,1,12/22/24 18:07,R_6gqkVk2CpExwUJ0,*******,*******,*******,*******,*******,*******,anonymous,EN,671875acc464225680c26f51,1,1,1,1,1,1,,,,,,,1135,University of Alabama,I love concerts,1,,1,,0.6,1,,1,,4,1,1,0,0,2,2,3,3,1,6,7,13,4,2,3,2,11,3,6,3,2,7,8,29,4,3,2,5,4,18,1,1,1,1,1,1,6,2,5,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,4,4,,0.6,0.6,,I love concerts,,,,,,
12/22/24 17:36,12/22/24 18:08,0,*******,100,1910,1,12/22/24 18:08,R_6DM6bLtooGvPCka,*******,*******,*******,*******,*******,*******,anonymous,EN,675f6dd0294b8ec502a28e58,1,1,1,1,1,1,,,,,,,9408,The University of Arizona,I'm very ambitious,1,,1,,1,1,,1,,2,2,3,2,3,3,4,3,3,5,17,11,28,1,1,1,3,6,1,8,8,6,1,7,31,6,7,6,5,6,30,3,2,2,4,2,4,17,6,6,Entitative,White/European,No,Republican,,Republican,Woman,,Female,,2,2,,1,1,,I'm very ambitious,,,,,,
